Data;Veiculo; Produto ; Serviço ; Total ;;;;
02/09/2024;CRUZE; 75,00 ; 280,00 ; 355,00 ;;;;
02/09/2024;PAJERO TR4; 0,00 ; 300,00 ; 300,00 ;;;;
02/09/2024;PREMIO; 0,00 ; 100,00 ; 100,00 ;;;;
02/09/2024;COMPASS; 120,00 ; 220,00 ; 340,00 ;;;;
02/09/2024;BMW X1; 880,55 ; 710,00 ; 1.590,55 ;;;;
02/09/2024;RANGER; 630,56 ; 1.212,44 ; 1.843,00 ;;;;
03/09/2024;COMPASS; 1.316,78 ; 783,22 ; 2.100,00 ;;;;
03/09/2024;HILUX; 1.216,19 ; 1.163,82 ; 2.380,01 ;;;;
03/09/2024;PREMIO; 131,77 ; 88,24 ; 220,01 ;;;;
04/09/2024;TORO; 929,74 ; 514,14 ; 1.443,88 ;;;;
04/09/2024;WRV; 299,00 ; 0,00 ; 299,00 ;;;;
04/09/2024;COMPASS; 423,45 ; 400,00 ; 823,45 ;;;;
04/09/2024;HILUX; 236,53 ; 343,48 ; 580,01 ;;;;
04/09/2024;L200 TRITON; 791,20 ; 199,81 ; 991,01 ;;;;
05/09/2024;HILUX; 1.595,55 ; 900,00 ; 2.495,55 ;;;;
05/09/2024;BMW 528I; 0,00 ; 260,00 ; 260,00 ;;;;
05/09/2024;FUSCA; 945,23 ; 1.014,76 ; 1.959,99 ;;;;
05/09/2024;GOLF; 144,40 ; 580,00 ; 724,40 ;;;;
05/09/2024;CHEVETTE; 1.712,33 ; 2.450,67 ; 4.163,00 ;;;;
05/09/2024;FIESTA; 1.448,25 ; 390,00 ; 1.838,25 ;;;;
06/09/2024;SANDERO; 179,50 ; 340,00 ; 519,50 ;;;;
06/09/2024;ONIX; 0,00 ; 180,00 ; 180,00 ;;;;
09/09/2024;TORO; 0,00 ; 80,00 ; 80,00 ;;;;
09/09/2024;RENEGADE; 1.732,32 ; 1.417,68 ; 3.150,00 ;;;;
09/09/2024;I30; 0,00 ; 180,00 ; 180,00 ;;;;
09/09/2024;CRUZE; 604,27 ; 0,00 ; 604,27 ;;;;
09/09/2024;CIVIC; 0,00 ; 180,00 ; 180,00 ;;;;
09/09/2024;STRADA; 1.260,63 ; 660,00 ; 1.920,63 ;;;;
09/09/2024;HILUX; 920,00 ; 0,00 ; 920,00 ;;;;
09/09/2024;CIVIC; 316,18 ; 499,82 ; 816,00 ;;;;
09/09/2024;HB20; 347,60 ; 250,00 ; 597,60 ;;;;
10/09/2024;COMPASS; 427,17 ; 272,83 ; 700,00 ;;;;
10/09/2024;BMW 320I; 0,00 ; 1.199,99 ; 1.199,99 ;;;;
10/09/2024;BMW X6; 0,00 ; 450,00 ; 450,00 ;;;;
10/09/2024;HILUX; 7,65 ; 60,00 ; 67,65 ;;;;
10/09/2024;PALIO; 27,00 ; 189,00 ; 216,00 ;;;;
10/09/2024;PAMPA; 4.212,00 ; 3.340,00 ; 7.552,00 ;;;;
10/09/2024;PAJERO SPORT; 590,25 ; 0,00 ; 590,25 ;;;;
11/09/2024;HB20; 262,00 ; 0,00 ; 262,00 ;;;;
11/09/2024;BMW X1; 0,00 ; 490,00 ; 490,00 ;;;;
11/09/2024;PAJERO DAKAR; 133,64 ; 866,37 ; 1.000,01 ;;;;
12/09/2024;PREMIO; 77,80 ; 160,00 ; 237,80 ;;;;
12/09/2024;NIVUS; 920,00 ; 0,00 ; 920,00 ;;;;
12/09/2024;TRACKER; 162,50 ; 350,00 ; 512,50 ;;;;
13/09/2024;AUDI 80; 0,00 ; 120,00 ; 120,00 ;;;;
13/09/2024;FIESTA; 157,23 ; 345,00 ; 502,23 ;;;;
13/09/2024;ASTRA; 383,44 ; 459,00 ; 842,44 ;;;;
13/09/2024;COMPASS; 0,00 ; 320,00 ; 320,00 ;;;;
13/09/2024;COMPASS; 1.038,60 ; 130,00 ; 1.168,60 ;;;;
13/09/2024;AZERA; 319,16 ; 0,00 ; 319,16 ;;;;
13/09/2024;MOBI; 292,38 ; 460,13 ; 752,51 ;;;;
13/09/2024;ZAFIRA; 20,85 ; 365,00 ; 385,85 ;;;;
13/09/2024;CELTA; 360,70 ; 370,00 ; 730,70 ;;;;
16/09/2024;C4 VTR; 339,65 ; 420,00 ; 759,65 ;;;;
16/09/2024;I30; 120,00 ; 180,00 ; 300,00 ;;;;
16/09/2024;OMEGA; 0,00 ; 400,00 ; 400,00 ;;;;
17/09/2024;TRACKER; 808,00 ; 480,00 ; 1.288,00 ;;;;
17/09/2024;S10; 508,83 ; 691,17 ; 1.200,00 ;;;;
17/09/2024;GOLF; 73,85 ; 120,00 ; 193,85 ;;;;
17/09/2024;PALIO WEEKEND; 331,00 ; 150,00 ; 481,00 ;;;;
17/09/2024;HRV; 307,00 ; 0,00 ; 307,00 ;;;;
18/09/2024;RENEGADE; 1.884,74 ; 1.602,14 ; 3.486,88 ;;;;
18/09/2024;ONIX; 353,85 ; 96,15 ; 450,00 ;;;;
18/09/2024;BONGO; 2.918,45 ; 1.261,54 ; 4.179,99 ;;;;
18/09/2024;UNO; 1.703,58 ; 1.015,00 ; 2.718,58 ;;;;
18/09/2024;L200 TRITON; 2.009,90 ; 3.060,00 ; 5.069,90 ;;;;
18/09/2024;3008; 117,03 ; 172,96 ; 289,99 ;;;;
18/09/2024;PICK UP CORSA; 57,00 ; 0,00 ; 57,00 ;;;;
18/09/2024;XC40; 895,70 ; 400,00 ; 1.295,70 ;;;;
19/09/2024;VECTRA; 381,15 ; 60,00 ; 441,15 ;;;;
19/09/2024;COMPASS; 2.153,46 ; 696,54 ; 2.850,00 ;;;;
19/09/2024;PREMIO; 38,21 ; 179,80 ; 218,01 ;;;;
19/09/2024;COMPASS; 636,60 ; 0,00 ; 636,60 ;;;;
20/09/2024;DUSTER; 417,25 ; 370,00 ; 787,25 ;;;;
20/09/2024;CIVIC; 484,30 ; 80,00 ; 564,30 ;;;;
20/09/2024;HILUX; 1.950,00 ; 460,00 ; 2.410,00 ;;;;
20/09/2024;TORO; 24,50 ; 480,00 ; 504,50 ;;;;
23/09/2024;FRONTIER; 2.590,01 ; 980,00 ; 3.570,01 ;;;;
23/09/2024;S10; 720,00 ; 0,00 ; 720,00 ;;;;
23/09/2024;S10; 151,84 ; 348,16 ; 500,00 ;;;;
23/09/2024;VOLVO XC60; 0,00 ; 350,00 ; 350,00 ;;;;
23/09/2024;OUTLANDER; 1.308,10 ; 540,00 ; 1.848,10 ;;;;
24/09/2024;VIRTUS; 999,10 ; 600,00 ; 1.599,10 ;;;;
24/09/2024;C3; 2.951,65 ; 1.433,35 ; 4.385,00 ;;;;
24/09/2024;CRUZE; 1.165,63 ; 904,36 ; 2.069,99 ;;;;
24/09/2024;CAPTIVA; 0,00 ; 150,00 ; 150,00 ;;;;
24/09/2024;COMPASS; 1.379,49 ; 465,51 ; 1.845,00 ;;;;
24/09/2024;MOBI; 259,84 ; 130,16 ; 390,00 ;;;;
24/09/2024;TORO; 1.429,00 ; 280,00 ; 1.709,00 ;;;;
25/09/2024;HRV; 617,72 ; 462,28 ; 1.080,00 ;;;;
25/09/2024;SAVEIRO; 994,10 ; 205,90 ; 1.200,00 ;;;;
25/09/2024;COROLLA; 798,35 ; 576,00 ; 1.374,35 ;;;;
26/09/2024;HB20X; 145,83 ; 204,17 ; 350,00 ;;;;
26/09/2024;TORO; 229,65 ; 140,00 ; 369,65 ;;;;
26/09/2024;AUDI A5; 3.377,82 ; 3.022,17 ; 6.399,99 ;;;;
27/09/2024;L200 TRITON; 15.688,00 ; 0,00 ; 15.688,00 ;;;;
27/09/2024;STRADA; 0,00 ; 140,00 ; 140,00 ;;;;
27/09/2024;CRUZE; 1.082,20 ; 480,00 ; 1.562,20 ;;;;
27/09/2024;LANCER; 2.520,58 ; 1.464,43 ; 3.985,01 ;;;;
27/09/2024;S10; 89,45 ; 660,00 ; 749,45 ;;;;
27/09/2024;ARGO; 1.394,54 ; 810,00 ; 2.204,54 ;;;;
30/09/2024;C4 VTR; 374,35 ; 410,00 ; 784,35 ;;;;
30/09/2024;JETTA; 389,00 ; 370,00 ; 759,00 ;;;;
30/09/2024;F250; 0,00 ; 290,00 ; 290,00 ;;;;
01/10/2024;PALIO WEEKEND; 580,20 ; 605,00 ; 1.185,20 ;;;;
01/10/2024;COMPASS; 1.940,70 ; 360,00 ; 2.300,70 ;;;;
01/10/2024;L200 TRITON; 0,00 ; 220,00 ; 220,00 ;;;;
01/10/2024;VECTRA; 75,00 ; 240,00 ; 315,00 ;;;;
01/10/2024;STRADA; 0,00 ; 400,00 ; 400,00 ;;;;
02/10/2024;CRUZE; 748,00 ; 480,00 ; 1.228,00 ;;;;
02/10/2024;OUTLANDER; 1.683,31 ; 980,00 ; 2.663,31 ;;;;
03/10/2024;L200 TRITON; 149,80 ; 1.060,00 ; 1.209,80 ;;;;
03/10/2024;TORO; 167,80 ; 590,00 ; 757,80 ;;;;
03/10/2024;PAJERO DAKAR; 1.003,95 ; 180,00 ; 1.183,95 ;;;;
04/10/2024;AUDI Q3; 3.068,95 ; 1.891,06 ; 4.960,01 ;;;;
04/10/2024;S10; 93,12 ; 2.298,90 ; 2.392,02 ;;;;
04/10/2024;RANGER; 920,00 ; 0,00 ; 920,00 ;;;;
07/10/2024;RENEGADE; 5.656,29 ; 4.089,73 ; 9.746,02 ;;;;
07/10/2024;HILUX; 165,45 ; 460,00 ; 625,45 ;;;;
08/10/2024;NEW FIESTA; 709,55 ; 550,00 ; 1.259,55 ;;;;
08/10/2024;PAMPA; 445,20 ; 510,00 ; 955,20 ;;;;
08/10/2024;PAJERO DAKAR; 347,04 ; 972,96 ; 1.320,00 ;;;;
08/10/2024;ONIX; 1.260,75 ; 885,00 ; 2.145,75 ;;;;
09/10/2024;KICKS; 1.111,38 ; 788,62 ; 1.900,00 ;;;;
09/10/2024;TROLLER T4; 631,58 ; 2.268,44 ; 2.900,02 ;;;;
10/10/2024;HILUX; 0,00 ; 200,00 ; 200,00 ;;;;
10/10/2024;LANCER; 95,80 ; 1.600,00 ; 1.695,80 ;;;;
10/10/2024;S10; 1.056,06 ; 648,00 ; 1.704,06 ;;;;
10/10/2024;SIENA; 136,43 ; 270,00 ; 406,43 ;;;;
11/10/2024;ASX; 157,50 ; 0,00 ; 157,50 ;;;;
11/10/2024;HILUX; 1.191,45 ; 683,54 ; 1.874,99 ;;;;
11/10/2024;207; 0,00 ; 27,00 ; 27,00 ;;;;
14/10/2024;FIT; 16,43 ; 350,00 ; 366,43 ;;;;
14/10/2024;HILUX; 1.024,00 ; 440,00 ; 1.464,00 ;;;;
14/10/2024;VECTRA; 0,00 ; 180,00 ; 180,00 ;;;;
14/10/2024;BMW 325I; 7.080,03 ; 3.240,00 ; 10.320,03 ;;;;
14/10/2024;CELTA; 377,45 ; 80,00 ; 457,45 ;;;;
15/10/2024;GOL; 290,72 ; 180,00 ; 470,72 ;;;;
15/10/2024;NEW FIESTA; 1.180,10 ; 665,00 ; 1.845,10 ;;;;
15/10/2024;SAVEIRO; 120,00 ; 0,00 ; 120,00 ;;;;
15/10/2024;SENTRA; 1.304,70 ; 1.065,31 ; 2.370,01 ;;;;
16/10/2024;CITY; 1.890,64 ; 749,34 ; 2.639,98 ;;;;
16/10/2024;RENEGADE; 0,00 ; 300,00 ; 300,00 ;;;;
16/10/2024;COMPASS; 1.372,28 ; 1.027,71 ; 2.399,99 ;;;;
16/10/2024;HILUX; 647,00 ; 0,00 ; 647,00 ;;;;
17/10/2024;STRADA; 227,39 ; 180,59 ; 407,98 ;;;;
17/10/2024;X4; 0,00 ; 350,00 ; 350,00 ;;;;
17/10/2024;ARGO; 215,65 ; 232,35 ; 448,00 ;;;;
18/10/2024;CRV; 120,00 ; 0,00 ; 120,00 ;;;;
18/10/2024;GOL; 283,98 ; 266,03 ; 550,01 ;;;;
18/10/2024;TORO; 3.464,15 ; 6.387,27 ; 9.851,42 ;;;;
18/10/2024;207 SW; 659,88 ; 600,00 ; 1.259,88 ;;;;
21/10/2024;S10; 1.134,11 ; 695,89 ; 1.830,00 ;;;;
21/10/2024;HB20; 340,10 ; 0,00 ; 340,10 ;;;;
21/10/2024;STRADA; 0,00 ; 240,00 ; 240,00 ;;;;
21/10/2024;COROLLA; 0,00 ; 160,00 ; 160,00 ;;;;
22/10/2024;L200 TRITON; 12,40 ; 90,00 ; 102,40 ;;;;
22/10/2024;HILUX; 0,00 ; 450,00 ; 450,00 ;;;;
23/10/2024;ASTRA; 637,20 ; 385,00 ; 1.022,20 ;;;;
23/10/2024;ONIX; 1.715,23 ; 1.404,75 ; 3.119,98 ;;;;
23/10/2024;STRADA; 91,10 ; 110,00 ; 201,10 ;;;;
23/10/2024;COROLLA; 993,41 ; 686,59 ; 1.680,00 ;;;;
23/10/2024;TORO; 1.541,60 ; 270,00 ; 1.811,60 ;;;;
23/10/2024;HB20; 2.708,30 ; 960,00 ; 3.668,30 ;;;;
24/10/2024;COROLLA; 1.041,20 ; 720,00 ; 1.761,20 ;;;;
24/10/2024;MONTANA; 120,00 ; 410,00 ; 530,00 ;;;;
24/10/2024;HRV; 0,00 ; 315,00 ; 315,00 ;;;;
28/10/2024;RENEGADE; 1.403,67 ; 1.387,91 ; 2.791,58 ;;;;
29/10/2024;HB20; 0,00 ; 350,00 ; 350,00 ;;;;
29/10/2024;LAND CRUISER; 2.516,45 ; 0,00 ; 2.516,45 ;;;;
29/10/2024;OPALA; 516,60 ; 680,00 ; 1.196,60 ;;;;
29/10/2024;COROLLA; 349,50 ; 110,00 ; 459,50 ;;;;
29/10/2024;ASTRA; 6,00 ; 90,00 ; 96,00 ;;;;
29/10/2024;CRUZE; 1.060,00 ; 860,00 ; 1.920,00 ;;;;
30/10/2024;PAJERO DAKAR; 75,00 ; 0,00 ; 75,00 ;;;;
30/10/2024;COROLLA; 900,00 ; 0,00 ; 900,00 ;;;;
01/11/2024;S10; 325,92 ; 145,50 ; 471,42 ;;;;
01/11/2024;HILUX; 462,25 ; 540,00 ; 1.002,25 ;;;;
01/11/2024;ZAFIRA; 700,49 ; 449,51 ; 1.150,00 ;;;;
01/11/2024;C4 PALLAS; 730,94 ; 469,06 ; 1.200,00 ;;;;
01/11/2024;L200 TRITON; 5.937,52 ; 2.562,49 ; 8.500,01 ;;;;
04/11/2024;L200 TRITON; 208,92 ; 600,00 ; 808,92 ;;;;
04/11/2024;COROLLA; 888,85 ; 640,00 ; 1.528,85 ;;;;
04/11/2024;ASTRA; 120,00 ; 180,00 ; 300,00 ;;;;
04/11/2024;ARGO; 295,61 ; 564,39 ; 860,00 ;;;;
04/11/2024;TORO; 398,30 ; 0,00 ; 398,30 ;;;;
05/11/2024;TORO; 944,00 ; 600,00 ; 1.544,00 ;;;;
05/11/2024;C4 LOUNGE; 2.129,12 ; 1.729,17 ; 3.858,29 ;;;;
05/11/2024;HILUX SW4; 132,50 ; 1.080,00 ; 1.212,50 ;;;;
05/11/2024;EXPERT; 0,00 ; 400,00 ; 400,00 ;;;;
05/11/2024;GOLF; 0,00 ; 160,00 ; 160,00 ;;;;
06/11/2024;STRADA; 459,15 ; 480,00 ; 939,15 ;;;;
06/11/2024;HILUX; 1.365,68 ; 174,32 ; 1.540,00 ;;;;
06/11/2024;RANGER; 815,05 ; 484,95 ; 1.300,00 ;;;;
06/11/2024;UP; 0,00 ; 400,00 ; 400,00 ;;;;
07/11/2024;HB20; 0,00 ; 180,00 ; 180,00 ;;;;
07/11/2024;S10; 801,10 ; 1.270,00 ; 2.071,10 ;;;;
07/11/2024;CRUZE; 500,69 ; 19,32 ; 520,01 ;;;;
07/11/2024;HILUX; 1.298,24 ; 651,75 ; 1.949,99 ;;;;
07/11/2024;L200; 1.096,68 ; 683,32 ; 1.780,00 ;;;;
07/11/2024;AUDI A5; 336,82 ; 143,18 ; 480,00 ;;;;
08/11/2024;GOLF; 299,10 ; 150,00 ; 449,10 ;;;;
08/11/2024;L200; 529,70 ; 0,00 ; 529,70 ;;;;
08/11/2024;CRONOS; 2.574,94 ; 1.360,00 ; 3.934,94 ;;;;
08/11/2024;STRADA; 260,03 ; 299,97 ; 560,00 ;;;;
08/11/2024;HILUX; 1.081,90 ; 0,00 ; 1.081,90 ;;;;
11/11/2024;ASTRA; 154,95 ; 80,00 ; 234,95 ;;;;
12/11/2024;ONIX; 0,00 ; 180,00 ; 180,00 ;;;;
12/11/2024;TCROSS; 1.961,23 ; 1.259,83 ; 3.221,06 ;;;;
12/11/2024;PRISMA; 93,50 ; 90,00 ; 183,50 ;;;;
12/11/2024;L200 TRITON; 670,20 ; 405,00 ; 1.075,20 ;;;;
13/11/2024;FUSION; 0,00 ; 120,00 ; 120,00 ;;;;
13/11/2024;CIVIC; 841,90 ; 680,00 ; 1.521,90 ;;;;
13/11/2024;ASTRA; 0,00 ; 320,00 ; 320,00 ;;;;
13/11/2024;STRADA; 1.248,10 ; 1.651,92 ; 2.900,02 ;;;;
14/11/2024;KA; 152,37 ; 1.012,47 ; 1.164,84 ;;;;
14/11/2024;COMPASS; 1.721,78 ; 328,22 ; 2.050,00 ;;;;
18/11/2024;PALIO WEEKEND; 2.712,25 ; 795,00 ; 3.507,25 ;;;;
18/11/2024;PAJERO DAKAR; 1.616,10 ; 605,00 ; 2.221,10 ;;;;
18/11/2024;VOYAGE; 0,00 ; 180,00 ; 180,00 ;;;;
18/11/2024;CIVIC; 156,90 ; 193,10 ; 350,00 ;;;;
18/11/2024;PAJERO DAKAR; 6.321,86 ; 4.528,13 ; 10.849,99 ;;;;
19/11/2024;COROLLA; 74,27 ; 425,73 ; 500,00 ;;;;
19/11/2024;BMW 528I; 770,19 ; 2.729,81 ; 3.500,00 ;;;;
19/11/2024;CIVIC; 499,00 ; 80,02 ; 579,02 ;;;;
19/11/2024;ASTRA; 333,65 ; 586,35 ; 920,00 ;;;;
21/11/2024;BMW X6; 2.561,50 ; 3.100,00 ; 5.661,50 ;;;;
21/11/2024;GOLF; 884,30 ; 990,00 ; 1.874,30 ;;;;
21/11/2024;COMPASS; 1.221,04 ; 1.387,00 ; 2.608,04 ;;;;
21/11/2024;HILUX SW4; 552,54 ; 207,47 ; 760,01 ;;;;
22/11/2024;3008; 335,85 ; 320,00 ; 655,85 ;;;;
22/11/2024;SPIN; 821,80 ; 527,36 ; 1.349,16 ;;;;
25/11/2024;AZERA; 568,00 ; 430,00 ; 998,00 ;;;;
25/11/2024;S10; 369,32 ; 570,68 ; 940,00 ;;;;
25/11/2024;COMPASS; 2.059,74 ; 1.140,26 ; 3.200,00 ;;;;
25/11/2024;VECTRA; 467,86 ; 1.582,13 ; 2.049,99 ;;;;
25/11/2024;S10; 962,63 ; 349,20 ; 1.311,83 ;;;;
25/11/2024;ONIX; 151,78 ; 385,61 ; 537,39 ;;;;
26/11/2024;MOBI; 3.493,94 ; 1.296,05 ; 4.789,99 ;;;;
26/11/2024;FASTBACK; 0,00 ; 360,00 ; 360,00 ;;;;
26/11/2024;S10; 1,30 ; 388,00 ; 389,30 ;;;;
27/11/2024;T-CROSS; 0,00 ; 350,00 ; 350,00 ;;;;
27/11/2024;PAJERO TR4; 4.924,30 ; 4.585,00 ; 9.509,30 ;;;;
28/11/2024;L200 TRITON; 936,00 ; 320,00 ; 1.256,00 ;;;;
28/11/2024;GRAND SIENA; 112,94 ; 207,06 ; 320,00 ;;;;
28/11/2024;TORO; 959,80 ; 180,00 ; 1.139,80 ;;;;
29/11/2024;HRV; 1.414,55 ; 680,00 ; 2.094,55 ;;;;
29/11/2024;TORO; 640,00 ; 0,00 ; 640,00 ;;;;
29/11/2024;BMW 320I; 2.567,18 ; 1.032,82 ; 3.600,00 ;;;;
29/11/2024;SANDERO; 229,15 ; 200,00 ; 429,15 ;;;;
29/11/2024;VOLVO C30; 243,00 ; 0,00 ; 243,00 ;;;;
02/12/2024;TUCSON; 281,00 ; 150,00 ; 431,00 ;;;;
02/12/2024;MINI COOPER S; 6.552,84 ; 2.720,15 ; 9.272,99 ;;;;
02/12/2024;MERCEDES CLA; 1.078,07 ; 1.471,94 ; 2.550,01 ;;;;
02/12/2024;COMPASS; 2.305,47 ; 694,51 ; 2.999,98 ;;;;
03/12/2024;AZERA; 696,89 ; 503,11 ; 1.200,00 ;;;;
03/12/2024;C4 LOUNGE; 0,00 ; 580,00 ; 580,00 ;;;;
03/12/2024;AZERA; 0,00 ; 400,00 ; 400,00 ;;;;
04/12/2024;MOBI; 144,64 ; 255,36 ; 400,00 ;;;;
04/12/2024;PAJERO SPORT; 498,60 ; 0,00 ; 498,60 ;;;;
04/12/2024;CAPTUR; 371,59 ; 278,42 ; 650,01 ;;;;
04/12/2024;UNO MILLE; 494,39 ; 705,60 ; 1.199,99 ;;;;
05/12/2024;HRV; 1.546,41 ; 647,99 ; 2.194,40 ;;;;
05/12/2024;PAJERO DAKAR; 145,00 ; 200,00 ; 345,00 ;;;;
05/12/2024;BMW 320I; 1.887,00 ; 940,00 ; 2.827,00 ;;;;
05/12/2024;TCROSS; 1.058,10 ; 640,00 ; 1.698,10 ;;;;
06/12/2024;FIESTA; 225,00 ; 80,00 ; 305,00 ;;;;
06/12/2024;RANGER; 8.644,46 ; 4.155,00 ; 12.799,46 ;;;;
06/12/2024;UNO MILLE; 0,00 ; 82,00 ; 82,00 ;;;;
06/12/2024;S10; 1.115,51 ; 684,48 ; 1.799,99 ;;;;
06/12/2024;PAJERO DAKAR; 1.109,00 ; 691,00 ; 1.800,00 ;;;;
09/12/2024;BMW 320I; 61,66 ; 361,00 ; 422,66 ;;;;
09/12/2024;DISCOVERY; 2.033,40 ; 806,61 ; 2.840,01 ;;;;
09/12/2024;BMW X1; 1.306,64 ; 693,36 ; 2.000,00 ;;;;
09/12/2024;HILUX; 1.515,06 ; 119,94 ; 1.635,00 ;;;;
10/12/2024;MERCEDES B200; 853,10 ; 2.120,00 ; 2.973,10 ;;;;
10/12/2024;PAJERO DAKAR; 444,34 ; 635,65 ; 1.079,99 ;;;;
10/12/2024;PRISMA; 489,13 ; 510,00 ; 999,13 ;;;;
10/12/2024;RENEGADE; 1.855,30 ; 1.710,00 ; 3.565,30 ;;;;
10/12/2024;RANGER; 0,00 ; 870,00 ; 870,00 ;;;;
10/12/2024;OPALA; 440,75 ; 840,00 ; 1.280,75 ;;;;
11/12/2024;SAVEIRO; 375,20 ; 1.190,00 ; 1.565,20 ;;;;
11/12/2024;RANGER; 1.471,90 ; 1.145,00 ; 2.616,90 ;;;;
11/12/2024;RENEGADE; 196,17 ; 113,83 ; 310,00 ;;;;
12/12/2024;TRACKER; 346,00 ; 0,00 ; 346,00 ;;;;
12/12/2024;HB20S; 861,20 ; 600,00 ; 1.461,20 ;;;;
12/12/2024;TORO; 27,00 ; 189,00 ; 216,00 ;;;;
12/12/2024;BMW 528I; 283,78 ; 3.216,22 ; 3.500,00 ;;;;
12/12/2024;FIESTA; 268,50 ; 740,00 ; 1.008,50 ;;;;
13/12/2024;JETTA; 12,90 ; 960,00 ; 972,90 ;;;;
13/12/2024;MERCEDES B200T; 299,30 ; 45,00 ; 344,30 ;;;;
16/12/2024;VITARA; 895,00 ; 200,00 ; 1.095,00 ;;;;
16/12/2024;HRV; 1.557,09 ; 820,00 ; 2.377,09 ;;;;
16/12/2024;SONATA; 1.075,05 ; 859,96 ; 1.935,01 ;;;;
16/12/2024;CORSA; 449,99 ; 0,00 ; 449,99 ;;;;
16/12/2024;L200 TRITON; 1.096,22 ; 853,79 ; 1.950,01 ;;;;
16/12/2024;FUSCA; 221,30 ; 290,00 ; 511,30 ;;;;
17/12/2024;PAJERO SPORT; 2.978,45 ; 1.721,54 ; 4.699,99 ;;;;
17/12/2024;PALIO WEEKEND; 194,74 ; 259,65 ; 454,39 ;;;;
17/12/2024;MERCEDES CLA; 4.323,82 ; 2.576,19 ; 6.900,01 ;;;;
18/12/2024;ONIX; 567,13 ; 504,86 ; 1.071,99 ;;;;
18/12/2024;ASTRA; 1.628,80 ; 1.410,00 ; 3.038,80 ;;;;
18/12/2024;GOL; 165,20 ; 100,00 ; 265,20 ;;;;
19/12/2024;S10; 1.379,20 ; 335,00 ; 1.714,20 ;;;;
19/12/2024;AUDI A5; 15,00 ; 400,00 ; 415,00 ;;;;
19/12/2024;GOL; 409,66 ; 240,35 ; 650,01 ;;;;
19/12/2024;AZERA; 1.086,45 ; 463,55 ; 1.550,00 ;;;;
19/12/2024;HILUX; 667,00 ; 350,00 ; 1.017,00 ;;;;
19/12/2024;RENEGADE; 480,00 ; 0,00 ; 480,00 ;;;;
19/12/2024;PAJERO TR4; 75,00 ; 240,00 ; 315,00 ;;;;
19/12/2024;COMPASS; 258,03 ; 241,97 ; 500,00 ;;;;
20/12/2024;COBALT; 748,00 ; 480,00 ; 1.228,00 ;;;;
20/12/2024;COROLLA; 767,80 ; 232,20 ; 1.000,00 ;;;;
23/12/2024;RENEGADE; 1.934,73 ; 1.516,06 ; 3.450,79 ;;;;
23/12/2024;S10; 470,00 ; 0,00 ; 470,00 ;;;;
23/12/2024;FOX; 291,80 ; 0,00 ; 291,80 ;;;;
23/12/2024;NEW FIESTA; 5.881,48 ; 2.352,88 ; 8.234,36 ;;;;
23/12/2024;F250; 78,65 ; 381,34 ; 459,99 ;;;;
26/12/2024;PALIO WEEKEND; 120,00 ; 180,00 ; 300,00 ;;;;
26/12/2024;POLO; 522,71 ; 427,29 ; 950,00 ;;;;
26/12/2024;S10; 1.042,55 ; 280,00 ; 1.322,55 ;;;;
26/12/2024;CORSA; 42,35 ; 197,65 ; 240,00 ;;;;
26/12/2024;RANGER; 1.619,50 ; 1.145,00 ; 2.764,50 ;;;;
26/12/2024;ONIX; 9,00 ; 30,00 ; 39,00 ;;;;
27/12/2024;GOLF; 1.361,10 ; 720,00 ; 2.081,10 ;;;;
27/12/2024;S10; 0,00 ; 180,00 ; 180,00 ;;;;
27/12/2024;COMPASS; 511,39 ; 0,00 ; 511,39 ;;;;
27/12/2024;LANCER; 63,00 ; 0,00 ; 63,00 ;;;;
30/12/2024;PAJERO DAKAR; 0,00 ; 280,00 ; 280,00 ;;;;
31/12/2024;ONIX; 511,90 ; 330,00 ; 841,90 ;;;;
31/12/2024;BMW X1; 0,00 ; 400,00 ; 400,00 ;;;;
31/12/2024;RENEGADE; 0,00 ; 80,00 ; 80,00 ;;;;
31/12/2024;AMAROK; 1.300,55 ; 1.245,00 ; 2.545,55 ;;;;
